"DXXPT27X.Code.or.Value","DXXPT27X.Value.Description","DXXPT27X.Count","DXXPT27X.Cumulative","DXXPT27X.Skip.to.Item"
"300.5 to 944.7","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
