"DXXPT68X.Code.or.Value","DXXPT68X.Value.Description","DXXPT68X.Count","DXXPT68X.Cumulative","DXXPT68X.Skip.to.Item"
"406.5 to 991.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
