"DXXPT12X.Code.or.Value","DXXPT12X.Value.Description","DXXPT12X.Count","DXXPT12X.Cumulative","DXXPT12X.Skip.to.Item"
"242.3 to 888","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
