"DXXPT29X.Code.or.Value","DXXPT29X.Value.Description","DXXPT29X.Count","DXXPT29X.Cumulative","DXXPT29X.Skip.to.Item"
"550.9 to 1135.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
