"RHQ510.Code.or.Value","RHQ510.Value.Description","RHQ510.Count","RHQ510.Cumulative","RHQ510.Skip.to.Item"
"1","Yes",346,346,""
"2","No",2528,2874,"RHQ535"
"7","Refused",0,2874,"RHQ535"
"9","Don't know",1,2875,"RHQ535"
".","Missing",423,3298,""
