"AUXRR144.Code.or.Value","AUXRR144.Value.Description","AUXRR144.Count","AUXRR144.Cumulative","AUXRR144.Skip.to.Item"
"-33 to 54","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
