"DXXPT37X.Code.or.Value","DXXPT37X.Value.Description","DXXPT37X.Count","DXXPT37X.Cumulative","DXXPT37X.Skip.to.Item"
"66.8 to 613.3","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
