"DXXPT13X.Code.or.Value","DXXPT13X.Value.Description","DXXPT13X.Count","DXXPT13X.Cumulative","DXXPT13X.Skip.to.Item"
"325.8 to 970.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
