"DXXPT16X.Code.or.Value","DXXPT16X.Value.Description","DXXPT16X.Count","DXXPT16X.Cumulative","DXXPT16X.Skip.to.Item"
"495.5 to 1086.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
