"DXXPT65X.Code.or.Value","DXXPT65X.Value.Description","DXXPT65X.Count","DXXPT65X.Cumulative","DXXPT65X.Skip.to.Item"
"429.6 to 1013.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
