"DXXPT44X.Code.or.Value","DXXPT44X.Value.Description","DXXPT44X.Count","DXXPT44X.Cumulative","DXXPT44X.Skip.to.Item"
"730 to 1266.2","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
