"DXXPT7Y.Code.or.Value","DXXPT7Y.Value.Description","DXXPT7Y.Count","DXXPT7Y.Cumulative","DXXPT7Y.Skip.to.Item"
"80 to 319.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
