"DXXPT36X.Code.or.Value","DXXPT36X.Value.Description","DXXPT36X.Count","DXXPT36X.Cumulative","DXXPT36X.Skip.to.Item"
"241.2 to 883.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
