"DXXPT43X.Code.or.Value","DXXPT43X.Value.Description","DXXPT43X.Count","DXXPT43X.Cumulative","DXXPT43X.Skip.to.Item"
"65.6 to 620.2","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
