"DXXPT86X.Code.or.Value","DXXPT86X.Value.Description","DXXPT86X.Count","DXXPT86X.Cumulative","DXXPT86X.Skip.to.Item"
"580.5 to 1157.8","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
