"AUXLR241.Code.or.Value","AUXLR241.Value.Description","AUXLR241.Count","AUXLR241.Cumulative","AUXLR241.Skip.to.Item"
"-9 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
