"DXXPT19X.Code.or.Value","DXXPT19X.Value.Description","DXXPT19X.Count","DXXPT19X.Cumulative","DXXPT19X.Skip.to.Item"
"38.9 to 597.5","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
