"DXXPT15Y.Code.or.Value","DXXPT15Y.Value.Description","DXXPT15Y.Count","DXXPT15Y.Cumulative","DXXPT15Y.Skip.to.Item"
"179.2 to 423.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
