"DXXPT10X.Code.or.Value","DXXPT10X.Value.Description","DXXPT10X.Count","DXXPT10X.Cumulative","DXXPT10X.Skip.to.Item"
"240.9 to 884.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
