"DXXPT93X.Code.or.Value","DXXPT93X.Value.Description","DXXPT93X.Count","DXXPT93X.Cumulative","DXXPT93X.Skip.to.Item"
"113.3 to 758.7","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
