"DXXPT6Y.Code.or.Value","DXXPT6Y.Value.Description","DXXPT6Y.Count","DXXPT6Y.Cumulative","DXXPT6Y.Skip.to.Item"
"89.4 to 336.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
