"DXXPT42Y.Code.or.Value","DXXPT42Y.Value.Description","DXXPT42Y.Count","DXXPT42Y.Cumulative","DXXPT42Y.Skip.to.Item"
"141.4 to 368.4","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
