"DXXPT20Y.Code.or.Value","DXXPT20Y.Value.Description","DXXPT20Y.Count","DXXPT20Y.Cumulative","DXXPT20Y.Skip.to.Item"
"114.8 to 339.4","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
