"AUXLR113.Code.or.Value","AUXLR113.Value.Description","AUXLR113.Count","AUXLR113.Cumulative","AUXLR113.Skip.to.Item"
"-55 to 44","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
