"DXXPT84Y.Code.or.Value","DXXPT84Y.Value.Description","DXXPT84Y.Count","DXXPT84Y.Cumulative","DXXPT84Y.Skip.to.Item"
"111.5 to 347","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
