"DXXPT88X.Code.or.Value","DXXPT88X.Value.Description","DXXPT88X.Count","DXXPT88X.Cumulative","DXXPT88X.Skip.to.Item"
"402.9 to 996.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
