"AUXLR164.Code.or.Value","AUXLR164.Value.Description","AUXLR164.Count","AUXLR164.Cumulative","AUXLR164.Skip.to.Item"
"-12 to 66","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
