"AUXLR231.Code.or.Value","AUXLR231.Value.Description","AUXLR231.Count","AUXLR231.Cumulative","AUXLR231.Skip.to.Item"
"-8 to 75","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
