"DXXPT79Y.Code.or.Value","DXXPT79Y.Value.Description","DXXPT79Y.Count","DXXPT79Y.Cumulative","DXXPT79Y.Skip.to.Item"
"115.9 to 311.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
