"DXXPT31Y.Code.or.Value","DXXPT31Y.Value.Description","DXXPT31Y.Count","DXXPT31Y.Cumulative","DXXPT31Y.Skip.to.Item"
"171.1 to 407.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
