"DXXPT69Y.Code.or.Value","DXXPT69Y.Value.Description","DXXPT69Y.Count","DXXPT69Y.Cumulative","DXXPT69Y.Skip.to.Item"
"67.7 to 299.8","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
