"TYXP125.Code.or.Value","TYXP125.Value.Description","TYXP125.Count","TYXP125.Cumulative","TYXP125.Skip.to.Item"
"-299 to 40","Range of Values",8291,8291,NA
".","Missing",178,8469,NA
