"DXXPT52X.Code.or.Value","DXXPT52X.Value.Description","DXXPT52X.Count","DXXPT52X.Cumulative","DXXPT52X.Skip.to.Item"
"558.6 to 1139","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
