"AUXLR204.Code.or.Value","AUXLR204.Value.Description","AUXLR204.Count","AUXLR204.Cumulative","AUXLR204.Skip.to.Item"
"-37 to 48","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
