"DXXPT0Y.Code.or.Value","DXXPT0Y.Value.Description","DXXPT0Y.Count","DXXPT0Y.Cumulative","DXXPT0Y.Skip.to.Item"
"39 to 226.6","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
