"WTSPH30.Code.or.Value","WTSPH30.Value.Description","WTSPH30.Count","WTSPH30.Cumulative","WTSPH30.Skip.to.Item"
"0.0000000 to 806226.4795700","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
