"DXXPT20X.Code.or.Value","DXXPT20X.Value.Description","DXXPT20X.Count","DXXPT20X.Cumulative","DXXPT20X.Skip.to.Item"
"518.6 to 1107","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
