"DXXPT89X.Code.or.Value","DXXPT89X.Value.Description","DXXPT89X.Count","DXXPT89X.Cumulative","DXXPT89X.Skip.to.Item"
"401.8 to 996.3","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
