"DXXPT78Y.Code.or.Value","DXXPT78Y.Value.Description","DXXPT78Y.Count","DXXPT78Y.Cumulative","DXXPT78Y.Skip.to.Item"
"123.1 to 355.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
