"DXXPT61Y.Code.or.Value","DXXPT61Y.Value.Description","DXXPT61Y.Count","DXXPT61Y.Cumulative","DXXPT61Y.Skip.to.Item"
"73.9 to 311.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
