"TYXP033.Code.or.Value","TYXP033.Value.Description","TYXP033.Count","TYXP033.Cumulative","TYXP033.Skip.to.Item"
"-9 to 187","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
