"DXXPT40X.Code.or.Value","DXXPT40X.Value.Description","DXXPT40X.Count","DXXPT40X.Cumulative","DXXPT40X.Skip.to.Item"
"643 to 1225.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
