"DXXPT7X.Code.or.Value","DXXPT7X.Value.Description","DXXPT7X.Count","DXXPT7X.Cumulative","DXXPT7X.Skip.to.Item"
"644.3 to 1225.8","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
