"DXXPT67X.Code.or.Value","DXXPT67X.Value.Description","DXXPT67X.Count","DXXPT67X.Cumulative","DXXPT67X.Skip.to.Item"
"185.1 to 824.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
