"DXXPT21Y.Code.or.Value","DXXPT21Y.Value.Description","DXXPT21Y.Count","DXXPT21Y.Cumulative","DXXPT21Y.Skip.to.Item"
"174.3 to 404.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
