"WTSPH48.Code.or.Value","WTSPH48.Value.Description","WTSPH48.Count","WTSPH48.Cumulative","WTSPH48.Skip.to.Item"
"0.0000000 to 785023.7317800","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
