"MCQ053.Code.or.Value","MCQ053.Value.Description","MCQ053.Count","MCQ053.Cumulative","MCQ053.Skip.to.Item"
"1","Yes",283,283,NA
"2","No",9356,9639,NA
"7","Refused",1,9640,NA
"9","Don't know",5,9645,NA
".","Missing",0,9645,NA
