"DXXPT78X.Code.or.Value","DXXPT78X.Value.Description","DXXPT78X.Count","DXXPT78X.Cumulative","DXXPT78X.Skip.to.Item"
"484.9 to 1069.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
