"CBQ570.Code.or.Value","CBQ570.Value.Description","CBQ570.Count","CBQ570.Cumulative","CBQ570.Skip.to.Item"
"1","Yes",2701,2701,NA
"2","No",1287,3988,NA
"7","Refused",0,3988,NA
"9","Don't know",10,3998,NA
".","Missing",2024,6022,NA
