"DXXPT65X.Code.or.Value","DXXPT65X.Value.Description","DXXPT65X.Count","DXXPT65X.Cumulative","DXXPT65X.Skip.to.Item"
"66.4 to 703.1","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
