"CBQ875.Code.or.Value","CBQ875.Value.Description","CBQ875.Count","CBQ875.Cumulative","CBQ875.Skip.to.Item"
"1","Yes",2572,2572,""
"2","No",1629,4201,"CBQ890"
"7","Refused",0,4201,""
"9","Don't know",1,4202,""
".","Missing",1062,5264,""
