"DXXPT65X.Code.or.Value","DXXPT65X.Value.Description","DXXPT65X.Count","DXXPT65X.Cumulative","DXXPT65X.Skip.to.Item"
"275.3 to 920.8","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
