"DXXPT5Y.Code.or.Value","DXXPT5Y.Value.Description","DXXPT5Y.Count","DXXPT5Y.Cumulative","DXXPT5Y.Skip.to.Item"
"93.8 to 318.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
