"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"72.2 to 314.5","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
