"DXXPT80Y.Code.or.Value","DXXPT80Y.Value.Description","DXXPT80Y.Count","DXXPT80Y.Cumulative","DXXPT80Y.Skip.to.Item"
"141.3 to 374.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
