"DXXPT53Y.Code.or.Value","DXXPT53Y.Value.Description","DXXPT53Y.Count","DXXPT53Y.Cumulative","DXXPT53Y.Skip.to.Item"
"44.4 to 274","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
