"DXXPT50X.Code.or.Value","DXXPT50X.Value.Description","DXXPT50X.Count","DXXPT50X.Cumulative","DXXPT50X.Skip.to.Item"
"44.9 to 546.5","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
