"DXXPT53Y.Code.or.Value","DXXPT53Y.Value.Description","DXXPT53Y.Count","DXXPT53Y.Cumulative","DXXPT53Y.Skip.to.Item"
"39.8 to 226.5","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
