"AUXLR229.Code.or.Value","AUXLR229.Value.Description","AUXLR229.Count","AUXLR229.Cumulative","AUXLR229.Skip.to.Item"
"-32 to 86","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
