"DXXPT80Y.Code.or.Value","DXXPT80Y.Value.Description","DXXPT80Y.Count","DXXPT80Y.Cumulative","DXXPT80Y.Skip.to.Item"
"110.4 to 303.4","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
