"AUXRR232.Code.or.Value","AUXRR232.Value.Description","AUXRR232.Count","AUXRR232.Cumulative","AUXRR232.Skip.to.Item"
"-16 to 42","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
