"DXXPT70Y.Code.or.Value","DXXPT70Y.Value.Description","DXXPT70Y.Count","DXXPT70Y.Cumulative","DXXPT70Y.Skip.to.Item"
"69.5 to 254.7","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
