"TYXP162.Code.or.Value","TYXP162.Value.Description","TYXP162.Count","TYXP162.Cumulative","TYXP162.Skip.to.Item"
"-295 to 187","Range of Values",2083,2083,NA
".","Missing",3502,5585,NA
