"DXXPT14X.Code.or.Value","DXXPT14X.Value.Description","DXXPT14X.Count","DXXPT14X.Cumulative","DXXPT14X.Skip.to.Item"
"485.4 to 1077.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
